ID,Language_ID,Phonemic,Phonetic,Orthographic,Variants,Form_Comment,Source,Procedural_Comment,Procedural_Comment_Concept,Concept_ID
tupinamba1_smooth1_2,tupinamba1,,,<assyma>,,,tupinamba1{1},"Keep: <syma>, <assyma>, <pessyma>",,smooth1
tupinamba1_smooth1_3,tupinamba1,,,<pessyma>,,,tupinamba1{1},"Keep: <syma>, <assyma>, <pessyma>",,smooth1
tupinamba1_smooth1_4,tupinamba1,,,<ajuã>,,,tupinamba1{1},"Keep: <syma>, <assyma>, <pessyma>",,smooth1
tupinamba1_smooth1_5,tupinamba1,,,<ajereba>,,"(smooth, round)",tupinamba1{1},"Keep: <syma>, <assyma>, <pessyma>",,smooth1
tupinamba1_smooth1_6,tupinamba1,,,<ajerebĩ>,,,tupinamba1{1},"Keep: <syma>, <assyma>, <pessyma>",,smooth1
tapirape1_smooth1_1,tapirape1,,,<tãym>,,(3rd person),tapirape1{2},,,smooth1
tocantins_asurini1_smooth1_1,tocantins_asurini1,,,<íhym>,,,tocantins_asurini1{1},,,smooth1
tocantins_asurini1_smooth1_2,tocantins_asurini1,,,<hɨm>,,,tocantins_asurini1{2},,,smooth1
parakana1_smooth1_1,parakana1,,,<hym1>,,(liso),parakana1{1},Keep: <hym1>,,smooth1
canoeiro1_smooth1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,smooth1
tembe1_smooth1_1,tembe1,,,<hĭm>,,(liso),tembe1{1},keep: <hĭm> (liso),,smooth1
tembe1_smooth1_2,tembe1,,,<pi-pĭw>,,(macio),tembe1{1},keep: <hĭm> (liso),,smooth1
tembe1_smooth1_3,tembe1,,,<pĭw>,,(macio),tembe1{1},keep: <hĭm> (liso),,smooth1
tembe1_smooth1_4,tembe1,,,<pĭw-katu>,,(macio),tembe1{1},keep: <hĭm> (liso),,smooth1
guajajara1_smooth1_1,guajajara1,,,<ihym>,,(liso),guajajara1{1:55},,,smooth1
turiwara1_smooth1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,smooth1
anambe1_smooth1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,smooth1
arawete1_smooth1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,smooth1
xingu_asurini1_smooth1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,smooth1
kayabi1_smooth1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,smooth1
apiaka1_smooth1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,smooth1
parintintin1_smooth1_1,parintintin1,,,<–hym>,,(liso),parintintin1{1},,,smooth1
kamayura1_smooth1_1,kamayura1,,,<pyw>,,(ser macio),kamayura1{1},Keep: <jym>,,smooth1
kamayura1_smooth1_2,kamayura1,,,<jym>,,(to be smooth),kamayura1{5},Keep: <jym>,,smooth1
wayampi1_smooth1_1,wayampi1,/tãʔɨ̃/,,,,(lisse),wayampi1{1},,,smooth1
teko1_smooth1_1,teko1,No value,No value,No value,,No value,teko1No value,,,smooth1
urubu_kaapor1_smooth1_1,urubu_kaapor1,/hɨm/,,,,(Ia),urubu_kaapor1{1},,,smooth1
urubu_kaapor1_smooth1_2,urubu_kaapor1,,,<imembek>,,(está fraco; é mole; está macia; está madura),urubu_kaapor1{6:109},,,smooth1
guaja1_smooth1_1,guaja1,,,<-hĩ>,,(macio),guaja1{2},,,smooth1
aweti1_smooth1_1,aweti1,,,<tym1>,,(liso),aweti1{8},,,smooth1
satere_mawe1_smooth1_1,satere_mawe1,/sɨ:m/,,,~/tɨ:m/,,satere_mawe1{4},,,smooth1
yuqui1_smooth2_1,yuqui1,,,<equiapa>,,"(clean, washed, smooth)",yuqui1{2},,,smooth2
yuqui1_smooth2_2,yuqui1,,,<equirira>,,"(shiny, glossy, smooth)",yuqui1{2},,,smooth2
yuqui1_smooth2_3,yuqui1,,,<yera quiatdun>,,"(unwrinkled, smooth (re: skin of people~fruit))",yuqui1{2},,,smooth2
yuqui1_smooth2_4,yuqui1,,,<equichĩ>,,"(bald, smooth, without hair, without thorns)",yuqui1{2},,,smooth2
omagua1_smooth2_1,omagua1,/miɾi/,,,,(thin of objects),omagua1{1},,,smooth2
tocantins_asurini1_smooth2_1,tocantins_asurini1,,,<tawa>,,"(macio, mole)",tocantins_asurini1{2},,,smooth2
parakana1_smooth2_1,parakana1,,,<tawatawa>,,(aleijado; doente; fraco; macio; mole),parakana1{1: 146},,,smooth2
anambe1_smooth2_1,anambe1,,,<japyhã>,,(ramolli),anambe1{1},,,smooth2
parintintin1_smooth2_1,parintintin1,,,<-ykatu'i>,,(reto e liso),parintintin1{1},,,smooth2
ache1_murky1_1,ache1,No value,No value,No value,,No value,ache1No value,,,murky1
paraguayan_guarani1_murky1_1,paraguayan_guarani1,,,<tyai>,,"(turbio, impuro; rencor, odio)",paraguayan_guarani1{Guasch1962:735},Keep: <tyai>,,murky1
paraguayan_guarani1_murky1_2,paraguayan_guarani1,,,<typyti>,"~<rypyti>,~<hypyti>",(turbio),paraguayan_guarani1{Guasch1962:464},Keep: <tyai>,,murky1
kaiwa1_murky1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,murky1
mbya_guarani1_murky1_1,mbya_guarani1,No value,No value,No value,,No value,mbya_guarani1No value,,,murky1
chiripa1_murky1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,murky1
xeta1_murky1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,murky1
tapiete1_murky1_1,tapiete1,No value,No value,No value,,No value,tapiete1No value,,,murky1
eastern_bolivian_guarani1_murky1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,murky1
guarayu1_murky1_1,guarayu1,,,<pìchĩ>,,(trüb),guarayu1{2},,,murky1
siriono1_murky1_1,siriono1,,,<eriishĩ>,,(turbio),siriono1{1},,,murky1
yuqui1_murky1_1,yuqui1,,,<erichoadn>,,"(cloudy, murky)",yuqui1{2},,,murky1
jora1_murky1_1,jora1,No value,No value,No value,,No value,jora1No value,,,murky1
warazu1_murky1_1,warazu1,,,<-ipí-tsɨ>,,(cloudy (liquid)) (MURKY),warazu1{9},,,murky1
omagua1_murky1_1,omagua1,/tɨpɨtini/,,,,,omagua1{1},,,murky1
cocama_cocamilla1_murky1_1,cocama_cocamilla1,No value,No value,No value,,No value,cocama_cocamilla1No value,,,murky1
tupinamba1_murky1_1,tupinamba1,,,<ypytinga>,,(t t),tupinamba1{1},,,murky1
tapirape1_murky1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,murky1
tocantins_asurini1_murky1_1,tocantins_asurini1,No value,No value,No value,,No value,tocantins_asurini1No value,,,murky1
parakana1_murky1_1,parakana1,No value,No value,No value,,No value,parakana1No value,,,murky1
canoeiro1_murky1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,murky1
tembe1_murky1_1,tembe1,,,<tĭpĭtĩng>,,(ser turvo),tembe1{1},,,murky1
guajajara1_murky1_1,guajajara1,No value,No value,No value,,No value,guajajara1No value,,,murky1
turiwara1_murky1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,murky1
anambe1_murky1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,murky1
arawete1_murky1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,murky1
xingu_asurini1_murky1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,murky1
kayabi1_murky1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,murky1
apiaka1_murky1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,murky1
parintintin1_murky1_1,parintintin1,No value,No value,No value,,No value,parintintin1No value,,,murky1
kamayura1_murky1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,murky1
wayampi1_murky1_1,wayampi1,No value,No value,No value,,No value,wayampi1No value,,,murky1
teko1_murky1_1,teko1,No value,No value,No value,,No value,teko1No value,,,murky1
urubu_kaapor1_murky1_1,urubu_kaapor1,No value,No value,No value,,No value,urubu_kaapor1No value,,,murky1
guaja1_murky1_1,guaja1,/matarahũ/,,,,(turvo),guaja1{3},,,murky1
aweti1_murky1_1,aweti1,No value,No value,No value,,No value,aweti1No value,,,murky1
satere_mawe1_murky1_1,satere_mawe1,No value,No value,No value,,No value,satere_mawe1No value,,,murky1
eastern_bolivian_guarani1_murky2_1,eastern_bolivian_guarani1,/h-esakã-a/,,,,"(obscure) (NCP: h-esakã means clear, plain)",eastern_bolivian_guarani1{1},,,murky2
tembe1_murky2_1,tembe1,,,<na-tĭpĭnétzak>,,(turvo),tembe1{1},,,murky2
tembe1_murky2_2,tembe1,,,<na-tĭpĭnetzakatwi>,,(turvo),tembe1{1},,,murky2
ache1_correct1_1,ache1,/ǰãpã-yãdɨ/,,,,"(right, correct)",ache1{1},,,correct1
paraguayan_guarani1_correct1_1,paraguayan_guarani1,No value,No value,No value,,No value,paraguayan_guarani1No value,,,correct1
kaiwa1_correct1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,correct1
mbya_guarani1_correct1_1,mbya_guarani1,,,<ha'eve va'e>,,"(coisa ou ato correto, certo)",mbya_guarani1{1},,,correct1
chiripa1_correct1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,correct1
xeta1_correct1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,correct1
tapiete1_correct1_1,tapiete1,,[kapɨɾɨ̃],<kapɨɾɨ>,,"(beautiful, good, right)",tapiete1{1},,,correct1
eastern_bolivian_guarani1_correct1_1,eastern_bolivian_guarani1,No value,No value,No value,,No value,eastern_bolivian_guarani1No value,,,correct1
guarayu1_correct1_1,guarayu1,/tsu'piβaʔe/,,,,,guarayu1{1},,,correct1
siriono1_correct1_1,siriono1,,[n͡ʤaβía],,,(correcto),siriono1{2},,,correct1
yuqui1_correct1_1,yuqui1,,,<aracua>,,(correctly),yuqui1{2},,,correct1
jora1_correct1_1,jora1,No value,No value,No value,,No value,jora1No value,,,correct1
warazu1_correct1_1,warazu1,No value,No value,No value,,No value,warazu1No value,,,correct1
omagua1_correct1_1,omagua1,No value,No value,No value,,No value,omagua1No value,,,correct1
cocama_cocamilla1_correct1_1,cocama_cocamilla1,,,<yumati>,,,cocama_cocamilla1{6},,,correct1
cocama_cocamilla1_correct1_2,cocama_cocamilla1,,,<yumatɨ>,,,cocama_cocamilla1{4},,,correct1
tupinamba1_correct1_1,tupinamba1,No value,No value,No value,,No value,tupinamba1No value,,,correct1
tapirape1_correct1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,correct1
tocantins_asurini1_correct1_1,tocantins_asurini1,No value,No value,No value,,No value,tocantins_asurini1No value,,,correct1
parakana1_correct1_1,parakana1,No value,No value,No value,,No value,parakana1No value,,,correct1
canoeiro1_correct1_1,canoeiro1,No value,No value,No value,,No value,canoeiro1No value,,,correct1
tembe1_correct1_1,tembe1,,,<win kazete>,,(certo),tembe1{7},,,correct1
guajajara1_correct1_1,guajajara1,No value,No value,No value,,No value,guajajara1No value,,,correct1
turiwara1_correct1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,correct1
anambe1_correct1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,correct1
arawete1_correct1_1,arawete1,No value,No value,No value,,No value,arawete1No value,,,correct1
xingu_asurini1_correct1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,correct1
kayabi1_correct1_1,kayabi1,No value,No value,No value,,No value,kayabi1No value,,,correct1
apiaka1_correct1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,correct1
parintintin1_correct1_1,parintintin1,,,<-kokatu>,,"(andar direito, ser correto, ter princípios morais)",parintintin1{1},,,correct1
kamayura1_correct1_1,kamayura1,No value,No value,No value,,No value,kamayura1No value,,,correct1
wayampi1_correct1_1,wayampi1,/ɛʔɛ/,,,,(proprement dit),wayampi1{1},,,correct1
teko1_correct1_1,teko1,No value,No value,No value,,No value,teko1No value,,,correct1
urubu_kaapor1_correct1_1,urubu_kaapor1,No value,No value,No value,,No value,urubu_kaapor1No value,,,correct1
guaja1_correct1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,,correct1
aweti1_correct1_1,aweti1,No value,No value,No value,,No value,aweti1No value,,,correct1
satere_mawe1_correct1_1,satere_mawe1,No value,No value,No value,,No value,satere_mawe1No value,,,correct1
ache1_highup1_1,ache1,/ɨwete/,[ɨ.we.'te],,,(arriba),ache1{4},,,highup1
paraguayan_guarani1_highup1_1,paraguayan_guarani1,,,<yvate>,,"(alto, elevado, arriba)",paraguayan_guarani1{Guasch1962:737},,,highup1
kaiwa1_highup1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,,highup1
mbya_guarani1_highup1_1,mbya_guarani1,,,<yvate>,~<-'yvate>,"(high up, tall)",mbya_guarani1{1},,,highup1
chiripa1_highup1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,highup1
xeta1_highup1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,,highup1
tapiete1_highup1_1,tapiete1,/wate/,,,,,tapiete1{1},,,highup1
eastern_bolivian_guarani1_highup1_1,eastern_bolivian_guarani1,/ɨwate/,,,,,eastern_bolivian_guarani1{1},,,highup1
guarayu1_highup1_1,guarayu1,/ɨ'βate/,,,,,guarayu1{1},,,highup1
siriono1_highup1_1,siriono1,,,<ibate>,,,siriono1{1},,,highup1
yuqui1_highup1_1,yuqui1,,,<ibáte>,,,yuqui1{1},,,highup1
jora1_highup1_1,jora1,No value,No value,No value,,No value,jora1No value,,,highup1
warazu1_highup1_1,warazu1,No value,No value,No value,,No value,warazu1No value,,,highup1
omagua1_highup1_1,omagua1,/ɨwati/,,,,,omagua1{1},,,highup1
cocama_cocamilla1_highup1_1,cocama_cocamilla1,,,<ɨwata>,,(KLL),cocama_cocamilla1{2},,,highup1
cocama_cocamilla1_highup1_2,cocama_cocamilla1,,,<ɨwatikaŋ>,,(KK),cocama_cocamilla1{2},,,highup1
cocama_cocamilla1_highup1_3,cocama_cocamilla1,,,<ɨwati>,,,cocama_cocamilla1{4},,,highup1
tupinamba1_highup1_1,tupinamba1,,,<ybaté>,,(noun),tupinamba1{1},,,highup1
tapirape1_highup1_1,tapirape1,No value,No value,No value,,No value,tapirape1No value,,,highup1
tocantins_asurini1_highup1_1,tocantins_asurini1,,,<ɨwate>,,(lá no alto),tocantins_asurini1{2},,,highup1
parakana1_highup1_1,parakana1,,,<apyteripe>,,(no alto de algo),parakana1{1},,,highup1
canoeiro1_highup1_1,canoeiro1,,,<ɨwati>,,"(alto, sobre, em cima de)",canoeiro1{1},,,highup1
tembe1_highup1_1,tembe1,,,<iwatê-ha-pé>,,,tembe1{1},,,highup1
tembe1_highup1_2,tembe1,,,<iwatê>,,"(no céu, no ar, em cima, alto, acima de, em cima de, a parte alta, a parte de cima, arriba)",tembe1{1:1: 86},,,highup1
guajajara1_highup1_1,guajajara1,No value,No value,No value,,No value,guajajara1No value,,,highup1
turiwara1_highup1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,highup1
anambe1_highup1_1,anambe1,No value,No value,No value,,No value,anambe1No value,,,highup1
arawete1_highup1_1,arawete1,,,<ruwĩ>,,"(aquele.alto, ""no alto"")",arawete1{1},,,highup1
xingu_asurini1_highup1_1,xingu_asurini1,No value,No value,No value,,No value,xingu_asurini1No value,,,highup1
kayabi1_highup1_1,kayabi1,,,<ywate>,,,kayabi1{1},,,highup1
apiaka1_highup1_1,apiaka1,No value,No value,No value,,No value,apiaka1No value,,,highup1
parintintin1_highup1_1,parintintin1,No value,No value,No value,,No value,parintintin1No value,,,highup1
kamayura1_highup1_1,kamayura1,,,<ywate>,,,kamayura1{1},,,highup1
wayampi1_highup1_1,wayampi1,/watɛʔɛ/,,,,"(haut, en hauteur)",wayampi1{1},,,highup1
teko1_highup1_1,teko1,,,<watekotɨ>,,(en haut),teko1{1},,,highup1
teko1_highup1_2,teko1,/wate/,,,,(haut),teko1{11},,,highup1
urubu_kaapor1_highup1_1,urubu_kaapor1,/ɨˈwaˈte/,,,,(Ib) ( (no) alto),urubu_kaapor1{1},,,highup1
guaja1_highup1_1,guaja1,,,<waté>,,(no alto e distante),guaja1{2},,,highup1
guaja1_highup1_2,guaja1,,,<kwa'até>,,(no alto e próximo),guaja1{2},,,highup1
aweti1_highup1_1,aweti1,No value,No value,No value,,No value,aweti1No value,,,highup1
satere_mawe1_highup1_1,satere_mawe1,/ʔɨwaj/,,,,,satere_mawe1{1},,,highup1
satere_mawe1_highup1_2,satere_mawe1,/wajti/,,,,,satere_mawe1{4},,,highup1
guajajara1_highup2_1,guajajara1,,,<iaihapuku>,,(muito alto),guajajara1{1},,,highup2
guajajara1_highup2_2,guajajara1,,,<ywate>,,(alto céu),guajajara1{1},,,highup2
satere_mawe1_highup2_1,satere_mawe1,,[ɨwa-iti],,,"((SM: this word actually means high up, not tall)“alto”)",satere_mawe1{1},,,highup2
satere_mawe1_highup2_2,satere_mawe1,,[ɨwa-j],,,"((SM: this word actually means high up, not tall)“sobre”)",satere_mawe1{1},,,highup2
ache1_high1_1,ache1,/puku/,[pu.'ku],,,(alto),ache1{4},,,high1
ache1_high1_2,ache1,/ɨwa/,,,,(high),ache1{1},,,high1
paraguayan_guarani1_high1_1,paraguayan_guarani1,,,<yvate>,,"(alto, elevado, arriba)",paraguayan_guarani1{Guasch1962:737},Keep: <yvate>,,high1
paraguayan_guarani1_high1_2,paraguayan_guarani1,,,<puku>,,"(largo, alto; duradero)",paraguayan_guarani1{Guasch1962:682},Keep: <yvate>,,high1
kaiwa1_high1_1,kaiwa1,,,<ɨwaˈte>,,,kaiwa1{1},,,high1
mbya_guarani1_high1_1,mbya_guarani1,,,<puka>,,(ser comprodo ou alto),mbya_guarani1{1},Keep: <puka>,,high1
mbya_guarani1_high1_2,mbya_guarani1,,,<yvate>,~<-'yvate>,"(high up, tall)",mbya_guarani1{1},Keep: <puka>,,high1
chiripa1_high1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,,high1
xeta1_high1_1,xeta1,,[ɲeˈβaj],,,,xeta1{1},,,high1
tapiete1_high1_1,tapiete1,,[púku],<puku>,,"(long, high, adult)",tapiete1{1},,,high1
eastern_bolivian_guarani1_high1_1,eastern_bolivian_guarani1,/puku/,,,,,eastern_bolivian_guarani1{1},,,high1
guarayu1_high1_1,guarayu1,No value,No value,No value,,No value,guarayu1No value,,,high1
siriono1_high1_1,siriono1,,,<eoco>,,,siriono1{1},Keep: <eoco>,,high1
siriono1_high1_2,siriono1,,,<ibate>,,,siriono1{1},Keep: <eoco>,,high1
siriono1_high1_3,siriono1,,,<ebucu>,,,siriono1{1},Keep: <eoco>,,high1
yuqui1_high1_1,yuqui1,,,<ekuakuá>,,(adj),yuqui1{1},Keep: <ekuakuá>; <ecuacua>,,high1
yuqui1_high1_2,yuqui1,,,<yãbarubi>,,"(tall, large, name for a tall person)",yuqui1{2},Keep: <ekuakuá>; <ecuacua>,,high1
yuqui1_high1_3,yuqui1,,,<ecuacua>,,"(tall, high (re: people, trees, grass))",yuqui1{2},Keep: <ekuakuá>; <ecuacua>,,high1
yuqui1_high1_4,yuqui1,,,<imarete dn>,,"(tall, high re: trees, people)",yuqui1{2},Keep: <ekuakuá>; <ecuacua>,,high1
jora1_high1_1,jora1,,,<assou>,,(grand),jora1{3: 191},,,high1
warazu1_high1_1,warazu1,,,<iwáte>,,"(top, up)",warazu1{9},,,high1
omagua1_high1_1,omagua1,/ipuku/,,,,,omagua1{1},,,high1
cocama_cocamilla1_high1_1,cocama_cocamilla1,No value,No value,No value,,No value,cocama_cocamilla1No value,,,high1
tupinamba1_high1_1,tupinamba1,,,<ybaté>,,,tupinamba1{1},Keep: <ybaté>,,high1
tupinamba1_high1_2,tupinamba1,,,<puku>,,,tupinamba1{1},Keep: <ybaté>,,high1
tupinamba1_high1_3,tupinamba1,,,<jeyssapucu>,,,tupinamba1{1},Keep: <ybaté>,,high1
tapirape1_high1_1,tapirape1,,,<owĩjam>,,,tapirape1{1},,,high1
tocantins_asurini1_high1_1,tocantins_asurini1,No value,No value,No value,,No value,tocantins_asurini1No value,,,high1
parakana1_high1_1,parakana1,,,<poko>,,,parakana1{1},,,high1
canoeiro1_high1_1,canoeiro1,,,<jeɨa>,,(alto),canoeiro1{1},,,high1
tembe1_high1_1,tembe1,,,<ayha>,,,tembe1{1},keep: <ayha>,,high1
tembe1_high1_2,tembe1,,,<iha1>,,,tembe1{1},keep: <ayha>,,high1
tembe1_high1_3,tembe1,,,<wayha-rupi>,,,tembe1{1},keep: <ayha>,,high1
tembe1_high1_4,tembe1,,,<ĭwatê-katu>,,"(alto, grande)",tembe1{1:1: 86},keep: <ayha>,,high1
guajajara1_high1_1,guajajara1,,,<iaiha>,,(alto),guajajara1{1},,,high1
turiwara1_high1_1,turiwara1,No value,No value,No value,,No value,turiwara1No value,,,high1
anambe1_high1_1,anambe1,,,<puku>,,"(grand dans le sens d' hauteur, long)",anambe1{1:141},,,high1
arawete1_high1_1,arawete1,,,<-puku>,,"(comprido,alto) (I)",arawete1{1},,,high1
xingu_asurini1_high1_1,xingu_asurini1,,,<fuku>,,(alto),xingu_asurini1{1},,,high1
kayabi1_high1_1,kayabi1,,,<fuku>,,,kayabi1{2},,,high1
apiaka1_high1_1,apiaka1,,[iwa'te],,,,apiaka1{1},,,high1
parintintin1_high1_1,parintintin1,,,<-yvovo>,,(alto),parintintin1{1},,,high1
kamayura1_high1_1,kamayura1,,,<jey'a>,,,kamayura1{1},,,high1
wayampi1_high1_1,wayampi1,/pɔkɔ/,,,,"(longeur, long, grandeur, grand, hauteur)",wayampi1{1},,,high1
teko1_high1_1,teko1,,,<sə>,,,teko1{1},,,high1
urubu_kaapor1_high1_1,urubu_kaapor1,,,<ywate>,,(alto),urubu_kaapor1{6},,,high1
guaja1_high1_1,guaja1,No value,No value,No value,,No value,guaja1No value,,,high1
aweti1_high1_1,aweti1,,,<teta>,,,"aweti1{5, 8}",,,high1
satere_mawe1_high1_1,satere_mawe1,,,<-taŋ>,,(être grand),satere_mawe1{2},,,high1
tapiete1_high2_1,tapiete1,,[oʒaĩã],<oyaía>,,(tall person),tapiete1{1},,,high2
parintintin1_high2_1,parintintin1,,,<yvuakar>,,"(grande, alto, como homem ou árvore)",parintintin1{1},,,high2
parintintin1_high2_2,parintintin1,,,<-yryvika'ngi>,,"(delgado ou fino, e alto)",parintintin1{1:152},,,high2
wayampi1_high2_1,wayampi1,/-suɛ/,,,,(grand) (func),wayampi1{1},,,high2
teko1_high2_1,teko1,/ujam/,,,,"(grand chef, grand)",teko1{11},,,high2
ache1_deep1_1,ache1,/ɨwɨtɨ/,,,,"(bottom, fundo)",ache1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
paraguayan_guarani1_deep1_1,paraguayan_guarani1,,,<hypy>,,"(hondo, tiene hondura)",paraguayan_guarani1{Guasch1962:540},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
paraguayan_guarani1_deep1_2,paraguayan_guarani1,,,<pypuku>,,"(hondo, profundo (hacia abajo))",paraguayan_guarani1{Guasch1972:689},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
kaiwa1_deep1_1,kaiwa1,No value,No value,No value,,No value,kaiwa1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
mbya_guarani1_deep1_1,mbya_guarani1,,,<-evi2>,,,mbya_guarani1{1},"Keep: <py puka>, <py ~ ypy>","I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
mbya_guarani1_deep1_2,mbya_guarani1,,,<py puka>,,(ser fundo),mbya_guarani1{1},"Keep: <py puka>, <py ~ ypy>","I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
mbya_guarani1_deep1_3,mbya_guarani1,,,<py>,~<ypy>,,mbya_guarani1{1},"Keep: <py puka>, <py ~ ypy>","I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
chiripa1_deep1_1,chiripa1,No value,No value,No value,,No value,chiripa1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
xeta1_deep1_1,xeta1,No value,No value,No value,,No value,xeta1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
tapiete1_deep1_1,tapiete1,,,<kɨpe>,,"(deep, sink, hondo, hundir)",tapiete1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
eastern_bolivian_guarani1_deep1_1,eastern_bolivian_guarani1,/tɨpɨ/,,,,(deep),eastern_bolivian_guarani1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
guarayu1_deep1_1,guarayu1,,,<tìpì>,,(Tiefe des Wassers),guarayu1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
siriono1_deep1_1,siriono1,,,<ecua>,,,siriono1{1},Keep: <ecua>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
siriono1_deep1_2,siriono1,,,<mbucu>,,,siriono1{1},Keep: <ecua>,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
yuqui1_deep1_1,yuqui1,,,<eriguasu>,,(deep (as river)),yuqui1{2},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
jora1_deep1_1,jora1,No value,No value,No value,,No value,jora1No value,,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
warazu1_deep1_1,warazu1,,,<-ípi>,,(deep),warazu1{9},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
omagua1_deep1_1,omagua1,/tɨpɨ/,,,,,omagua1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
cocama_cocamilla1_deep1_1,cocama_cocamilla1,,,<tɨpɨ>,,,cocama_cocamilla1{1},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
cocama_cocamilla1_deep1_2,cocama_cocamilla1,,,<tɪpɨ>,,"(hondo, fondo)",cocama_cocamilla1{4},,"I think a lot of the words collected actually mean bottom and not deep. the whole row needs to be cleaned up, and maybe the meaning replaced
	-pagouritsa itsnoneofyourbusiness",deep1
